Number_Plate,Vehicle_Type,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported
KCN 562Y,Tractor,Tyre,Wheels,Aeolus,10189.86,2024-08-19,Routine service
KCN 562Y,Tractor,Hydraulic Pump,Hydraulics,TechFix,7793.65,2024-08-28,Brake failure
KCN 562Y,Tractor,Battery,Electrical,HeavyDuty Supplies,10054.0,2025-06-03,Engine noise
KCH 586W,Tractor,Tyre,Wheels,Gallant,7314.86,2025-04-28,Tyre worn out
KCH 586W,Tractor,Fuel Pump,Fuel System,BKT,13963.25,2024-12-28,Hydraulic issue
KCH 586W,Tractor,Radiator,Cooling System,TechFix,13836.53,2025-02-28,Routine service
KCH 586W,Tractor,Tyre,Wheels,Goodyear,2844.03,2025-04-18,Oil leak
KCC 220T,Tractor,Radiator,Cooling System,MechWorks,5748.39,2024-11-29,Routine service
KCC 220T,Tractor,Oil Filter,Engine,HeavyDuty Supplies,9724.77,2025-04-24,Electrical fault
KCC 220T,Tractor,Battery,Electrical,MechWorks,9970.74,2024-06-27,Overheating
KCC 220T,Tractor,Radiator,Cooling System,DieselParts,4151.94,2025-03-21,Tyre worn out
KDL 650Z,Tractor,Brake Pads,Braking System,Goodyear,8336.09,2025-01-29,Low power
KDL 650Z,Tractor,Air Filter,Air Intake,FarmEquip Co,8806.87,2025-06-13,Brake failure
KDL 650Z,Tractor,Alternator,Electrical,BKT,9923.34,2025-01-20,Routine service
KDL 650Z,Tractor,Battery,Electrical,AutoPro Ltd,9559.01,2025-03-26,Low power
KDL 650Z,Tractor,Hydraulic Pump,Hydraulics,BKT,8160.82,2025-02-13,Engine noise
KDL 650Z,Tractor,Air Filter,Air Intake,FarmEquip Co,1984.21,2024-08-14,Low power
KDL 650Z,Tractor,Radiator,Cooling System,PowerAuto,7218.34,2025-01-16,Electrical fault
KDL 650Z,Tractor,Fuel Pump,Fuel System,BKT,7038.68,2024-06-22,Routine service
KBZ 278M,Tractor,Air Filter,Air Intake,PowerAuto,5079.59,2025-05-29,Engine noise
KBZ 278M,Tractor,Oil Filter,Engine,FarmEquip Co,8612.01,2025-05-22,Electrical fault
KBZ 278M,Tractor,Battery,Electrical,Goodyear,5624.68,2024-09-08,Tyre worn out
KBZ 278M,Tractor,Air Filter,Air Intake,SpareHub,8367.42,2025-05-06,Oil leak
KBZ 278M,Tractor,Brake Pads,Braking System,Goodyear,5890.94,2024-09-01,Engine noise
KDA 443N,Tractor,Spark Plug,Ignition,BKT,3259.56,2025-06-13,Battery issue
KDA 443N,Tractor,Brake Pads,Braking System,TurboTraders,5404.82,2025-05-20,Battery issue
KDA 443N,Tractor,Radiator,Cooling System,Goodyear,4734.81,2025-06-17,Routine service
KDA 443N,Tractor,Spark Plug,Ignition,SpareHub,4619.44,2025-01-03,Battery issue
KDA 443N,Tractor,Fuel Pump,Fuel System,TechFix,1681.74,2025-01-16,Engine noise
KDA 443N,Tractor,Battery,Electrical,JKT,2886.77,2025-03-30,Electrical fault
KDG 751E,Tractor,Brake Pads,Braking System,Aeolus,5155.73,2024-09-12,Battery issue
KDG 751E,Tractor,Alternator,Electrical,JKT,9358.82,2024-11-29,Hydraulic issue
KDG 751E,Tractor,Air Filter,Air Intake,PartsPlus,8890.56,2025-04-20,Engine noise
KDG 751E,Tractor,Alternator,Electrical,JKT,9783.25,2025-03-09,Tyre worn out
KDG 751E,Tractor,Brake Pads,Braking System,AutoPro Ltd,11971.11,2024-08-09,Low power
KDG 751E,Tractor,Oil Filter,Engine,Aeolus,6322.07,2024-09-21,Tyre worn out
KDG 751E,Tractor,Brake Pads,Braking System,FarmEquip Co,10302.09,2024-08-19,Low power
KDG 751E,Tractor,Spark Plug,Ignition,Goodyear,1653.75,2024-07-05,Engine noise
KCN 592U,Tractor,Radiator,Cooling System,TurboTraders,8325.87,2024-08-25,Hydraulic issue
KCN 592U,Tractor,Battery,Electrical,Aeolus,10881.15,2024-09-21,Tyre worn out
KCN 592U,Tractor,Fuel Pump,Fuel System,MechWorks,9229.51,2024-11-26,Overheating
KCN 592U,Tractor,Brake Pads,Braking System,SpareHub,13082.32,2024-09-30,Routine service
KCN 592U,Tractor,Air Filter,Air Intake,BKT,8179.18,2024-07-09,Engine noise
KCN 592U,Tractor,Radiator,Cooling System,Goodyear,10408.03,2025-05-05,Low power
KCN 592U,Tractor,Spark Plug,Ignition,TurboTraders,6742.71,2025-04-29,Brake failure
KBN 212M,Tractor,Alternator,Electrical,TurboTraders,14219.84,2024-12-17,Tyre worn out
KBN 212M,Tractor,Radiator,Cooling System,JKT,9214.19,2024-12-21,Hydraulic issue
KBN 212M,Tractor,Tyre,Wheels,Goodyear,6534.48,2025-03-13,Electrical fault
KBN 212M,Tractor,Air Filter,Air Intake,AutoPro Ltd,6234.57,2025-02-11,Electrical fault
KBN 212M,Tractor,Radiator,Cooling System,DieselParts,6575.18,2025-05-08,Battery issue
KBN 212M,Tractor,Brake Pads,Braking System,HeavyDuty Supplies,11552.76,2025-05-30,Engine noise
KBN 212M,Tractor,Alternator,Electrical,TurboTraders,9227.71,2025-04-10,Routine service
KBU 206X,Tractor,Spark Plug,Ignition,PowerAuto,9762.98,2024-06-20,Hydraulic issue
KBU 206X,Tractor,Oil Filter,Engine,TurboTraders,13880.35,2025-04-19,Low power
KBU 206X,Tractor,Spark Plug,Ignition,BKT,11597.41,2025-01-18,Low power
KBU 206X,Tractor,Alternator,Electrical,TurboTraders,10603.68,2024-09-04,Brake failure
KBU 206X,Tractor,Battery,Electrical,TechFix,12576.19,2024-11-29,Low power
KBU 206X,Tractor,Radiator,Cooling System,AutoPro Ltd,10333.25,2024-12-19,Hydraulic issue
KBU 206X,Tractor,Radiator,Cooling System,MechWorks,9552.95,2024-09-29,Hydraulic issue
KDJ 868B,Truck,Hydraulic Pump,Hydraulics,Goodyear,10733.83,2025-02-16,Electrical fault
KDJ 868B,Truck,Hydraulic Pump,Hydraulics,PowerAuto,3351.43,2024-08-23,Routine service
KDJ 868B,Truck,Radiator,Cooling System,DieselParts,5049.0,2024-07-25,Oil leak
KDJ 868B,Truck,Air Filter,Air Intake,Aeolus,3300.59,2025-06-05,Tyre worn out
KDJ 868B,Truck,Hydraulic Pump,Hydraulics,FarmEquip Co,12901.92,2024-12-05,Oil leak
KDJ 868B,Truck,Air Filter,Air Intake,PartsPlus,2176.22,2025-01-03,Engine noise
KCH 880T,Truck,Oil Filter,Engine,Gallant,2842.99,2024-07-11,Electrical fault
KCH 880T,Truck,Hydraulic Pump,Hydraulics,TurboTraders,14077.27,2025-05-10,Routine service
KCH 880T,Truck,Alternator,Electrical,BKT,3155.96,2024-06-30,Battery issue
KCH 880T,Truck,Oil Filter,Engine,DieselParts,4282.19,2024-11-29,Low power
KBN 298Y,Truck,Alternator,Electrical,PartsPlus,2124.41,2024-11-21,Battery issue
KBN 298Y,Truck,Oil Filter,Engine,Gallant,6532.34,2025-03-28,Brake failure
KBN 298Y,Truck,Alternator,Electrical,SpareHub,8467.17,2025-02-08,Engine noise
KBN 298Y,Truck,Battery,Electrical,SpareHub,13004.12,2025-06-11,Routine service
KBN 298Y,Truck,Brake Pads,Braking System,TurboTraders,3836.71,2025-04-20,Brake failure
KCH 809H,Truck,Fuel Pump,Fuel System,Goodyear,7633.52,2025-06-02,Routine service
KCH 809H,Truck,Air Filter,Air Intake,PartsPlus,3471.63,2024-10-09,Oil leak
KCH 809H,Truck,Radiator,Cooling System,Goodyear,1614.71,2024-07-29,Brake failure
KCH 809H,Truck,Alternator,Electrical,MechWorks,14507.75,2025-01-18,Battery issue
KCH 809H,Truck,Battery,Electrical,Goodyear,6315.24,2025-01-14,Electrical fault
KCH 809H,Truck,Alternator,Electrical,Aeolus,14847.72,2024-08-22,Battery issue
KDA 494E,Truck,Battery,Electrical,PowerAuto,8538.42,2024-11-14,Overheating
KDA 494E,Truck,Alternator,Electrical,Goodyear,11546.94,2024-09-11,Engine noise
KDA 494E,Truck,Oil Filter,Engine,Aeolus,3591.37,2025-02-01,Engine noise
KDA 494E,Truck,Tyre,Wheels,JKT,5710.56,2025-03-28,Hydraulic issue
KDA 494E,Truck,Fuel Pump,Fuel System,TurboTraders,5689.47,2025-03-24,Tyre worn out
KDA 494E,Truck,Brake Pads,Braking System,AutoPro Ltd,14247.37,2025-06-08,Engine noise
KDA 494E,Truck,Hydraulic Pump,Hydraulics,Goodyear,6559.35,2024-07-26,Overheating
KDA 494E,Truck,Battery,Electrical,Aeolus,7576.24,2024-07-19,Routine service
KCH 306V,Truck,Oil Filter,Engine,DieselParts,4058.32,2024-12-27,Tyre worn out
KCH 306V,Truck,Oil Filter,Engine,TurboTraders,12675.01,2024-07-08,Electrical fault
KCH 306V,Truck,Tyre,Wheels,BKT,7768.5,2025-03-23,Tyre worn out
KCH 306V,Truck,Air Filter,Air Intake,BKT,7621.75,2024-06-26,Engine noise
KCH 306V,Truck,Radiator,Cooling System,TechFix,3190.73,2025-04-08,Low power
KCH 306V,Truck,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,6044.44,2025-06-10,Low power
KCH 306V,Truck,Alternator,Electrical,TechFix,2469.01,2024-06-20,Overheating
KBZ 554P,Truck,Spark Plug,Ignition,HeavyDuty Supplies,2405.66,2025-01-18,Battery issue
KBZ 554P,Truck,Fuel Pump,Fuel System,Gallant,11020.98,2025-04-12,Overheating
KBZ 554P,Truck,Oil Filter,Engine,Aeolus,6020.83,2025-03-30,Routine service
KBZ 554P,Truck,Brake Pads,Braking System,Goodyear,12477.13,2025-02-26,Routine service
KBZ 554P,Truck,Radiator,Cooling System,PowerAuto,11290.35,2025-01-12,Hydraulic issue
KBZ 554P,Truck,Oil Filter,Engine,SpareHub,13917.69,2024-10-14,Engine noise
KBN 534G,Truck,Battery,Electrical,PartsPlus,8963.49,2025-03-19,Electrical fault
KBN 534G,Truck,Air Filter,Air Intake,TurboTraders,14468.22,2025-02-01,Battery issue
KBN 534G,Truck,Hydraulic Pump,Hydraulics,Aeolus,9331.37,2025-06-07,Battery issue
KBN 534G,Truck,Battery,Electrical,HeavyDuty Supplies,13011.41,2025-04-18,Routine service
KBN 503U,Truck,Fuel Pump,Fuel System,MechWorks,4916.04,2025-02-20,Routine service
KBN 503U,Truck,Hydraulic Pump,Hydraulics,TechFix,8793.3,2025-03-08,Brake failure
KBN 503U,Truck,Radiator,Cooling System,MechWorks,11006.35,2024-11-01,Battery issue
KBN 503U,Truck,Oil Filter,Engine,BKT,3473.99,2024-08-23,Brake failure
KBZ 251E,Truck,Fuel Pump,Fuel System,TechFix,3405.06,2024-08-25,Hydraulic issue
KBZ 251E,Truck,Battery,Electrical,Goodyear,1712.77,2025-03-26,Low power
KBZ 251E,Truck,Tyre,Wheels,BKT,3368.51,2024-08-29,Brake failure
KBZ 251E,Truck,Air Filter,Air Intake,Goodyear,14554.01,2024-08-26,Overheating
KDM 378L,Truck,Alternator,Electrical,MechWorks,7239.5,2024-12-18,Oil leak
KDM 378L,Truck,Air Filter,Air Intake,SpareHub,10316.93,2024-07-04,Battery issue
KDM 378L,Truck,Tyre,Wheels,Goodyear,7322.89,2024-08-07,Overheating
KDM 378L,Truck,Air Filter,Air Intake,Goodyear,3318.65,2024-07-04,Hydraulic issue
KDG 362B,Truck,Hydraulic Pump,Hydraulics,JKT,14701.27,2024-07-12,Hydraulic issue
KDG 362B,Truck,Air Filter,Air Intake,Goodyear,3497.7,2024-09-28,Hydraulic issue
KDG 362B,Truck,Radiator,Cooling System,DieselParts,11890.79,2025-05-12,Battery issue
KDG 362B,Truck,Fuel Pump,Fuel System,TechFix,2781.33,2024-12-28,Overheating
KDG 362B,Truck,Fuel Pump,Fuel System,BKT,3702.93,2025-05-20,Tyre worn out
KDG 362B,Truck,Brake Pads,Braking System,Aeolus,4025.03,2024-11-22,Engine noise
KCC 919H,Truck,Spark Plug,Ignition,FarmEquip Co,14219.35,2024-12-22,Overheating
KCC 919H,Truck,Radiator,Cooling System,Gallant,3184.11,2024-07-11,Routine service
KCC 919H,Truck,Radiator,Cooling System,PowerAuto,11456.99,2025-02-18,Hydraulic issue
KCC 919H,Truck,Radiator,Cooling System,PowerAuto,12028.01,2024-09-12,Routine service
KCC 919H,Truck,Tyre,Wheels,Aeolus,6850.74,2024-10-02,Routine service
KCC 919H,Truck,Alternator,Electrical,HeavyDuty Supplies,1561.29,2025-03-22,Battery issue
KCC 919H,Truck,Brake Pads,Braking System,FarmEquip Co,4432.74,2024-10-13,Overheating
KDJ 268J,Truck,Spark Plug,Ignition,AutoPro Ltd,3919.02,2025-04-28,Oil leak
KDJ 268J,Truck,Oil Filter,Engine,Gallant,5984.98,2025-01-17,Routine service
KDJ 268J,Truck,Radiator,Cooling System,Goodyear,10175.03,2025-01-29,Tyre worn out
KDJ 268J,Truck,Tyre,Wheels,JKT,5014.04,2024-09-02,Overheating
KDJ 268J,Truck,Battery,Electrical,TechFix,6078.73,2024-10-07,Routine service
KDJ 268J,Truck,Oil Filter,Engine,PartsPlus,14800.31,2025-01-28,Overheating
KDJ 716H,Truck,Fuel Pump,Fuel System,JKT,14139.23,2025-04-01,Tyre worn out
KDJ 716H,Truck,Hydraulic Pump,Hydraulics,Goodyear,8576.67,2025-03-08,Tyre worn out
KDJ 716H,Truck,Radiator,Cooling System,Aeolus,3695.93,2025-02-11,Tyre worn out
KDJ 716H,Truck,Hydraulic Pump,Hydraulics,MechWorks,1911.77,2024-09-09,Engine noise
KDJ 716H,Truck,Spark Plug,Ignition,Gallant,14877.01,2025-04-12,Tyre worn out
KDJ 716H,Truck,Alternator,Electrical,SpareHub,2300.54,2024-10-31,Tyre worn out
KDJ 716H,Truck,Battery,Electrical,HeavyDuty Supplies,13378.83,2025-05-20,Engine noise
KDJ 716H,Truck,Fuel Pump,Fuel System,Goodyear,12927.12,2025-05-17,Low power
KDA 780Z,Truck,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,7520.84,2025-01-06,Overheating
KDA 780Z,Truck,Spark Plug,Ignition,Aeolus,11531.33,2024-08-25,Overheating
KDA 780Z,Truck,Spark Plug,Ignition,PartsPlus,9946.19,2024-10-31,Hydraulic issue
KDA 780Z,Truck,Spark Plug,Ignition,TechFix,5092.84,2024-12-18,Engine noise
KDA 780Z,Truck,Alternator,Electrical,MechWorks,13535.9,2024-12-26,Overheating
KDA 780Z,Truck,Air Filter,Air Intake,PowerAuto,14611.97,2025-04-11,Overheating
KDA 780Z,Truck,Fuel Pump,Fuel System,Gallant,3634.64,2024-12-04,Tyre worn out
KBZ 271X,Truck,Radiator,Cooling System,Goodyear,11968.31,2024-12-11,Brake failure
KBZ 271X,Truck,Radiator,Cooling System,FarmEquip Co,6347.0,2024-09-13,Battery issue
KBZ 271X,Truck,Radiator,Cooling System,PartsPlus,5659.34,2025-02-15,Battery issue
KBZ 271X,Truck,Fuel Pump,Fuel System,FarmEquip Co,9784.73,2024-08-14,Hydraulic issue
KBZ 271X,Truck,Air Filter,Air Intake,BKT,2816.17,2024-07-27,Low power
KDG 976N,Truck,Fuel Pump,Fuel System,AutoPro Ltd,13244.21,2024-12-22,Overheating
KDG 976N,Truck,Air Filter,Air Intake,Gallant,13785.39,2024-08-22,Engine noise
KDG 976N,Truck,Battery,Electrical,PowerAuto,3597.64,2024-11-15,Tyre worn out
KDG 976N,Truck,Fuel Pump,Fuel System,DieselParts,10372.58,2024-10-15,Oil leak
KDG 976N,Truck,Air Filter,Air Intake,Goodyear,11891.18,2024-12-23,Low power
KDG 976N,Truck,Alternator,Electrical,PartsPlus,3468.16,2025-05-20,Oil leak
KDG 976N,Truck,Hydraulic Pump,Hydraulics,AutoPro Ltd,4936.56,2024-07-21,Brake failure
KDM 240B,Truck,Battery,Electrical,FarmEquip Co,3049.37,2025-05-15,Battery issue
KDM 240B,Truck,Spark Plug,Ignition,Gallant,7329.81,2024-07-15,Electrical fault
KDM 240B,Truck,Alternator,Electrical,FarmEquip Co,7215.36,2025-03-04,Routine service
KDM 240B,Truck,Brake Pads,Braking System,AutoPro Ltd,13864.6,2025-02-20,Low power
KDL 955M,Truck,Fuel Pump,Fuel System,Goodyear,13613.8,2025-01-31,Engine noise
KDL 955M,Truck,Tyre,Wheels,Goodyear,8237.13,2024-11-02,Hydraulic issue
KDL 955M,Truck,Air Filter,Air Intake,JKT,2642.15,2024-11-23,Oil leak
KDL 955M,Truck,Alternator,Electrical,Gallant,9633.83,2024-08-22,Brake failure
KDL 955M,Truck,Hydraulic Pump,Hydraulics,DieselParts,12739.9,2024-12-18,Brake failure
KDL 955M,Truck,Spark Plug,Ignition,PartsPlus,1951.16,2024-09-13,Battery issue
KDJ 943P,Truck,Air Filter,Air Intake,HeavyDuty Supplies,3103.69,2024-12-04,Low power
KDJ 943P,Truck,Spark Plug,Ignition,JKT,6768.05,2025-05-26,Overheating
KDJ 943P,Truck,Tyre,Wheels,Aeolus,2404.32,2025-05-06,Low power
KDJ 943P,Truck,Fuel Pump,Fuel System,HeavyDuty Supplies,6779.43,2024-12-02,Engine noise
KDA 404R,Truck,Radiator,Cooling System,FarmEquip Co,1905.29,2025-03-16,Brake failure
KDA 404R,Truck,Brake Pads,Braking System,TechFix,10267.08,2024-12-16,Oil leak
KDA 404R,Truck,Tyre,Wheels,Aeolus,9733.11,2024-08-19,Hydraulic issue
KDA 404R,Truck,Air Filter,Air Intake,Aeolus,13407.65,2024-06-29,Engine noise
KDA 404R,Truck,Fuel Pump,Fuel System,HeavyDuty Supplies,11137.53,2024-07-25,Oil leak
KDA 404R,Truck,Air Filter,Air Intake,AutoPro Ltd,2925.1,2025-06-10,Oil leak
KDM 463Y,Truck,Oil Filter,Engine,DieselParts,9070.08,2025-06-11,Hydraulic issue
KDM 463Y,Truck,Radiator,Cooling System,FarmEquip Co,13390.65,2025-03-07,Oil leak
KDM 463Y,Truck,Tyre,Wheels,Gallant,3773.19,2024-11-13,Oil leak
KDM 463Y,Truck,Spark Plug,Ignition,AutoPro Ltd,7410.11,2024-08-18,Overheating
KDM 463Y,Truck,Oil Filter,Engine,HeavyDuty Supplies,7295.84,2024-09-11,Engine noise
KDM 463Y,Truck,Radiator,Cooling System,HeavyDuty Supplies,10787.03,2024-10-15,Battery issue
KDM 714A,Truck,Fuel Pump,Fuel System,TurboTraders,11304.19,2025-04-07,Brake failure
KDM 714A,Truck,Alternator,Electrical,DieselParts,1726.7,2024-06-21,Tyre worn out
KDM 714A,Truck,Hydraulic Pump,Hydraulics,FarmEquip Co,4542.98,2024-09-03,Oil leak
KDM 714A,Truck,Spark Plug,Ignition,DieselParts,8878.71,2025-01-05,Battery issue
KDM 714A,Truck,Air Filter,Air Intake,DieselParts,12335.65,2025-02-10,Brake failure
KBX 990J,Truck,Radiator,Cooling System,PartsPlus,4806.59,2024-11-10,Oil leak
KBX 990J,Truck,Air Filter,Air Intake,HeavyDuty Supplies,6258.02,2025-06-14,Overheating
KBX 990J,Truck,Tyre,Wheels,JKT,9320.8,2024-09-14,Low power
KBX 990J,Truck,Oil Filter,Engine,PartsPlus,13226.33,2024-12-08,Overheating
KBX 990J,Truck,Spark Plug,Ignition,Goodyear,8099.18,2024-09-01,Engine noise
KBX 990J,Truck,Fuel Pump,Fuel System,Gallant,12737.31,2025-03-16,Routine service
KBZ 616H,Truck,Hydraulic Pump,Hydraulics,PartsPlus,13764.1,2024-12-06,Routine service
KBZ 616H,Truck,Oil Filter,Engine,PowerAuto,5788.2,2024-07-24,Routine service
KBZ 616H,Truck,Radiator,Cooling System,FarmEquip Co,3757.07,2024-10-03,Overheating
KBZ 616H,Truck,Spark Plug,Ignition,SpareHub,12007.94,2024-10-27,Battery issue
KBZ 616H,Truck,Brake Pads,Braking System,Aeolus,13773.15,2024-07-06,Low power
KBZ 616H,Truck,Air Filter,Air Intake,Gallant,9958.79,2025-03-09,Tyre worn out
KBZ 616H,Truck,Hydraulic Pump,Hydraulics,TurboTraders,5891.79,2024-07-25,Overheating
KCC 859P,Truck,Spark Plug,Ignition,SpareHub,7297.27,2024-12-27,Brake failure
KCC 859P,Truck,Alternator,Electrical,PartsPlus,7366.09,2025-06-05,Low power
KCC 859P,Truck,Tyre,Wheels,Gallant,9505.33,2024-10-19,Overheating
KCC 859P,Truck,Tyre,Wheels,Aeolus,6108.39,2024-10-12,Hydraulic issue
KCC 859P,Truck,Alternator,Electrical,AutoPro Ltd,2464.86,2024-11-05,Hydraulic issue
KCC 859P,Truck,Radiator,Cooling System,Gallant,6843.21,2025-06-07,Brake failure
KCC 859P,Truck,Spark Plug,Ignition,PartsPlus,12924.82,2025-03-10,Engine noise
KCC 859P,Truck,Radiator,Cooling System,Gallant,3972.45,2024-10-28,Routine service
KBN 351J,Truck,Fuel Pump,Fuel System,Goodyear,4829.26,2025-02-19,Hydraulic issue
KBN 351J,Truck,Radiator,Cooling System,FarmEquip Co,3116.78,2024-12-10,Overheating
KBN 351J,Truck,Battery,Electrical,Gallant,8270.11,2025-04-20,Battery issue
KBN 351J,Truck,Brake Pads,Braking System,BKT,12165.58,2025-01-25,Tyre worn out
KBN 351J,Truck,Fuel Pump,Fuel System,PartsPlus,13347.27,2024-08-30,Overheating
KBN 351J,Truck,Tyre,Wheels,JKT,5141.03,2025-04-20,Routine service
KDA 763N,Truck,Radiator,Cooling System,TechFix,11454.21,2025-05-25,Engine noise
KDA 763N,Truck,Air Filter,Air Intake,SpareHub,9800.81,2025-03-08,Tyre worn out
KDA 763N,Truck,Hydraulic Pump,Hydraulics,AutoPro Ltd,4591.12,2025-04-11,Overheating
KDA 763N,Truck,Spark Plug,Ignition,DieselParts,8608.03,2024-10-15,Brake failure
KDA 763N,Truck,Battery,Electrical,Gallant,11631.89,2024-08-15,Hydraulic issue
KDA 763N,Truck,Hydraulic Pump,Hydraulics,JKT,12009.96,2025-05-12,Oil leak
KDM 100V,Truck,Radiator,Cooling System,TurboTraders,11565.09,2024-11-09,Oil leak
KDM 100V,Truck,Battery,Electrical,HeavyDuty Supplies,2272.41,2025-03-14,Brake failure
KDM 100V,Truck,Brake Pads,Braking System,SpareHub,7107.83,2024-10-24,Battery issue
KDM 100V,Truck,Radiator,Cooling System,MechWorks,13559.26,2024-10-31,Tyre worn out
KDM 100V,Truck,Oil Filter,Engine,BKT,13941.51,2025-04-09,Low power
KDM 100V,Truck,Air Filter,Air Intake,PartsPlus,6811.07,2025-02-02,Tyre worn out
KDM 100V,Truck,Battery,Electrical,PartsPlus,11638.98,2024-11-09,Hydraulic issue
KDM 100V,Truck,Radiator,Cooling System,PartsPlus,6652.73,2024-08-07,Routine service
KBX 346L,Truck,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,6204.53,2025-03-02,Oil leak
KBX 346L,Truck,Radiator,Cooling System,PartsPlus,8556.01,2025-01-24,Tyre worn out
KBX 346L,Truck,Air Filter,Air Intake,JKT,2887.23,2024-06-26,Electrical fault
KBX 346L,Truck,Tyre,Wheels,JKT,5619.28,2024-11-01,Low power
KBX 346L,Truck,Spark Plug,Ignition,FarmEquip Co,13368.32,2024-09-03,Engine noise
KBX 346L,Truck,Brake Pads,Braking System,JKT,3101.32,2024-06-24,Brake failure
KCH 761S,Truck,Air Filter,Air Intake,DieselParts,5165.34,2024-07-27,Overheating
KCH 761S,Truck,Alternator,Electrical,JKT,4267.93,2024-09-23,Electrical fault
KCH 761S,Truck,Spark Plug,Ignition,Goodyear,11022.55,2025-03-24,Oil leak
KCH 761S,Truck,Oil Filter,Engine,Goodyear,5890.01,2024-09-21,Electrical fault
KCH 761S,Truck,Spark Plug,Ignition,PowerAuto,4719.47,2024-08-09,Brake failure
KBX 224U,Truck,Spark Plug,Ignition,AutoPro Ltd,13050.51,2025-02-06,Brake failure
KBX 224U,Truck,Battery,Electrical,HeavyDuty Supplies,9786.7,2025-02-15,Overheating
KBX 224U,Truck,Oil Filter,Engine,TurboTraders,13784.03,2024-06-21,Routine service
KBX 224U,Truck,Brake Pads,Braking System,Gallant,6134.36,2025-04-22,Brake failure
KBX 224U,Truck,Radiator,Cooling System,SpareHub,6253.38,2025-05-26,Electrical fault
KBX 224U,Truck,Tyre,Wheels,Aeolus,6388.4,2025-01-31,Tyre worn out
KBX 224U,Truck,Fuel Pump,Fuel System,Gallant,6268.27,2025-04-11,Routine service
KDM 301G,Truck,Fuel Pump,Fuel System,BKT,14166.31,2025-03-25,Brake failure
KDM 301G,Truck,Air Filter,Air Intake,MechWorks,14657.87,2024-10-22,Engine noise
KDM 301G,Truck,Battery,Electrical,Aeolus,13950.81,2025-01-08,Electrical fault
KDM 301G,Truck,Air Filter,Air Intake,BKT,5719.18,2025-05-20,Engine noise
KDM 301G,Truck,Air Filter,Air Intake,AutoPro Ltd,2012.01,2024-11-02,Overheating
KDM 301G,Truck,Fuel Pump,Fuel System,JKT,2966.04,2025-03-21,Routine service
KDM 301G,Truck,Radiator,Cooling System,MechWorks,9797.2,2024-07-29,Overheating
KDM 301G,Truck,Radiator,Cooling System,PartsPlus,14590.69,2025-06-15,Low power
KDL 715A,Truck,Tyre,Wheels,BKT,7426.46,2025-04-13,Routine service
KDL 715A,Truck,Fuel Pump,Fuel System,DieselParts,8748.56,2025-05-04,Overheating
KDL 715A,Truck,Tyre,Wheels,Gallant,13121.92,2025-04-04,Oil leak
KDL 715A,Truck,Oil Filter,Engine,TurboTraders,2071.72,2025-03-31,Brake failure
KDL 715A,Truck,Alternator,Electrical,Aeolus,9244.21,2025-06-12,Oil leak
KDL 715A,Truck,Hydraulic Pump,Hydraulics,PartsPlus,7899.09,2025-04-02,Brake failure
KDG 501Y,Truck,Air Filter,Air Intake,MechWorks,11805.49,2025-05-20,Engine noise
KDG 501Y,Truck,Battery,Electrical,PowerAuto,5972.09,2024-11-02,Battery issue
KDG 501Y,Truck,Hydraulic Pump,Hydraulics,Goodyear,14285.88,2025-02-08,Low power
KDG 501Y,Truck,Tyre,Wheels,BKT,7131.54,2025-03-24,Battery issue
KDG 501Y,Truck,Oil Filter,Engine,FarmEquip Co,2552.71,2025-03-20,Hydraulic issue
KDG 501Y,Truck,Hydraulic Pump,Hydraulics,TechFix,8484.11,2025-05-24,Electrical fault
KDG 501Y,Truck,Alternator,Electrical,Gallant,7000.78,2024-10-28,Hydraulic issue
KDG 501Y,Truck,Tyre,Wheels,Goodyear,7136.1,2025-04-27,Overheating
KBZ 934F,Truck,Hydraulic Pump,Hydraulics,AutoPro Ltd,4955.17,2024-11-18,Engine noise
KBZ 934F,Truck,Hydraulic Pump,Hydraulics,SpareHub,11134.66,2024-06-27,Low power
KBZ 934F,Truck,Hydraulic Pump,Hydraulics,Goodyear,2389.86,2024-07-29,Engine noise
KBZ 934F,Truck,Spark Plug,Ignition,TechFix,10040.12,2025-03-09,Electrical fault
KBZ 934F,Truck,Fuel Pump,Fuel System,AutoPro Ltd,13390.74,2024-11-12,Electrical fault
KBZ 934F,Truck,Oil Filter,Engine,AutoPro Ltd,9757.29,2024-10-27,Engine noise
KBZ 934F,Truck,Brake Pads,Braking System,DieselParts,10919.0,2025-01-14,Routine service
KDJ 737M,Truck,Air Filter,Air Intake,Gallant,7873.0,2025-01-15,Oil leak
KDJ 737M,Truck,Spark Plug,Ignition,Aeolus,3920.41,2024-12-10,Battery issue
KDJ 737M,Truck,Fuel Pump,Fuel System,PartsPlus,7172.61,2024-08-08,Low power
KDJ 737M,Truck,Oil Filter,Engine,TurboTraders,12919.7,2024-09-07,Battery issue
KDJ 737M,Truck,Battery,Electrical,Goodyear,7260.4,2025-02-17,Overheating
KDJ 737M,Truck,Radiator,Cooling System,SpareHub,11243.47,2024-12-21,Hydraulic issue
KCC 989T,Truck,Battery,Electrical,Aeolus,5620.32,2025-04-03,Battery issue
KCC 989T,Truck,Brake Pads,Braking System,SpareHub,11544.27,2025-02-12,Routine service
